,identifier,source,annotation
4683,P0A6Y8,Gene Ontology (molecular function), ATP binding [GO:0005524]
4684,P0A6Y8,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
4685,P0A6Y8,Gene Ontology (molecular function), ATP-dependent protein folding chaperone [GO:0140662]
4686,P0A6Y8,Gene Ontology (molecular function), heat shock protein binding [GO:0031072]
4687,P0A6Y8,Gene Ontology (molecular function), protein folding chaperone [GO:0044183]
4688,P0A6Y8,Gene Ontology (molecular function), protein-folding chaperone binding [GO:0051087]
4689,P0A6Y8,Gene Ontology (molecular function), sigma factor antagonist activity [GO:0016989]
4690,P0A6Y8,Gene Ontology (molecular function), unfolded protein binding [GO:0051082]
4691,P0A6Y8,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
4692,P0A6Y8,Gene Ontology (cellular component), cytosol [GO:0005829]
4693,P0A6Y8,Gene Ontology (cellular component), inclusion body [GO:0016234]
4694,P0A6Y8,Gene Ontology (cellular component), membrane [GO:0016020]
4695,P0A6Y8,Gene Ontology (cellular component), plasma membrane [GO:0005886]
4696,P0A6Y8,Gene Ontology (cellular component), protein-containing complex [GO:0032991]
4697,P0A6Y8,Gene Ontology (biological process), chaperone cofactor-dependent protein refolding [GO:0051085]
4698,P0A6Y8,Gene Ontology (biological process), DNA replication [GO:0006260]
4699,P0A6Y8,Gene Ontology (biological process), protein refolding [GO:0042026]
4700,P0A6Y8,Gene Ontology (biological process), protein unfolding [GO:0043335]
4701,P0A6Y8,Gene Ontology (biological process), protein-containing complex assembly [GO:0065003]
4702,P0A6Y8,Gene Ontology (biological process), response to heat [GO:0009408]
4703,P0A6Y8,Gene Ontology (biological process), stress response to copper ion [GO:1990169]
4704,DNAK_ECOLI,Gene Ontology (biological process),cellular response to unfolded protein [GO:0034620]
4705,DNAK_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4706,DNAK_ECOLI,Gene Ontology (molecular function),ADP binding [GO:0043531]
4707,DNAK_ECOLI,Gene Ontology (molecular function), ATP binding [GO:0005524]
4708,DNAK_ECOLI,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
4709,DNAK_ECOLI,Gene Ontology (molecular function), ATP-dependent protein folding chaperone [GO:0140662]
4710,DNAK_ECOLI,Gene Ontology (molecular function), heat shock protein binding [GO:0031072]
4711,DNAK_ECOLI,Gene Ontology (molecular function), protein folding chaperone [GO:0044183]
4712,DNAK_ECOLI,Gene Ontology (molecular function), protein-folding chaperone binding [GO:0051087]
4713,DNAK_ECOLI,Gene Ontology (molecular function), sigma factor antagonist activity [GO:0016989]
4714,DNAK_ECOLI,Gene Ontology (molecular function), unfolded protein binding [GO:0051082]
4715,DNAK_ECOLI,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
4716,DNAK_ECOLI,Gene Ontology (cellular component), cytosol [GO:0005829]
4717,DNAK_ECOLI,Gene Ontology (cellular component), inclusion body [GO:0016234]
4718,DNAK_ECOLI,Gene Ontology (cellular component), membrane [GO:0016020]
4719,DNAK_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
4720,DNAK_ECOLI,Gene Ontology (cellular component), protein-containing complex [GO:0032991]
4721,DNAK_ECOLI,Gene Ontology (biological process), chaperone cofactor-dependent protein refolding [GO:0051085]
4722,DNAK_ECOLI,Gene Ontology (biological process), DNA replication [GO:0006260]
4723,DNAK_ECOLI,Gene Ontology (biological process), protein refolding [GO:0042026]
4724,DNAK_ECOLI,Gene Ontology (biological process), protein unfolding [GO:0043335]
4725,DNAK_ECOLI,Gene Ontology (biological process), protein-containing complex assembly [GO:0065003]
4726,DNAK_ECOLI,Gene Ontology (biological process), response to heat [GO:0009408]
4727,DNAK_ECOLI,Gene Ontology (biological process), stress response to copper ion [GO:1990169]
4728,P0A6Z1,Gene Ontology (biological process),cellular response to cold [GO:0070417]
4729,P0A6Z1,Gene Ontology (cellular component),cytosol [GO:0005829]
4730,P0A6Z1,Gene Ontology (molecular function),ADP binding [GO:0043531]
4731,P0A6Z1,Gene Ontology (molecular function), ATP binding [GO:0005524]
4732,P0A6Z1,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
4733,P0A6Z1,Gene Ontology (molecular function), ATP-dependent protein folding chaperone [GO:0140662]
4734,P0A6Z1,Gene Ontology (molecular function), heat shock protein binding [GO:0031072]
4735,P0A6Z1,Gene Ontology (molecular function), protein folding chaperone [GO:0044183]
4736,P0A6Z1,Gene Ontology (molecular function), unfolded protein binding [GO:0051082]
4737,P0A6Z1,Gene Ontology (cellular component), iron-sulfur cluster transfer complex [GO:1990230]
4738,P0A6Z1,Gene Ontology (biological process), chaperone cofactor-dependent protein refolding [GO:0051085]
4739,P0A6Z1,Gene Ontology (biological process), iron-sulfur cluster assembly [GO:0016226]
4740,P0A6Z1,Gene Ontology (biological process), protein maturation by iron-sulfur cluster transfer [GO:0097428]
4741,P0A6Z1,Gene Ontology (biological process), protein refolding [GO:0042026]
4742,HSCA_ECOLI,Gene Ontology (biological process),cellular response to cold [GO:0070417]
4743,HSCA_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
4744,HSCA_ECOLI,Gene Ontology (molecular function),ADP binding [GO:0043531]
4745,HSCA_ECOLI,Gene Ontology (molecular function), ATP binding [GO:0005524]
4746,HSCA_ECOLI,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
4747,HSCA_ECOLI,Gene Ontology (molecular function), ATP-dependent protein folding chaperone [GO:0140662]
4748,HSCA_ECOLI,Gene Ontology (molecular function), heat shock protein binding [GO:0031072]
4749,HSCA_ECOLI,Gene Ontology (molecular function), protein folding chaperone [GO:0044183]
4750,HSCA_ECOLI,Gene Ontology (molecular function), unfolded protein binding [GO:0051082]
4751,HSCA_ECOLI,Gene Ontology (cellular component), iron-sulfur cluster transfer complex [GO:1990230]
4752,HSCA_ECOLI,Gene Ontology (biological process), chaperone cofactor-dependent protein refolding [GO:0051085]
4753,HSCA_ECOLI,Gene Ontology (biological process), iron-sulfur cluster assembly [GO:0016226]
4754,HSCA_ECOLI,Gene Ontology (biological process), protein maturation by iron-sulfur cluster transfer [GO:0097428]
4755,HSCA_ECOLI,Gene Ontology (biological process), protein refolding [GO:0042026]
4756,P0A6Z3,Gene Ontology (biological process),DNA damage response [GO:0006974]
4757,P0A6Z3,Gene Ontology (cellular component),cytosol [GO:0005829]
4758,P0A6Z3,Gene Ontology (molecular function),ATP binding [GO:0005524]
4759,P0A6Z3,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
4760,P0A6Z3,Gene Ontology (molecular function), ATP-dependent protein folding chaperone [GO:0140662]
4761,P0A6Z3,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4762,P0A6Z3,Gene Ontology (molecular function), protein folding chaperone [GO:0044183]
4763,P0A6Z3,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
4764,P0A6Z3,Gene Ontology (molecular function), protein-folding chaperone binding [GO:0051087]
4765,P0A6Z3,Gene Ontology (molecular function), unfolded protein binding [GO:0051082]
4766,P0A6Z3,Gene Ontology (cellular component), plasma membrane [GO:0005886]
4767,P0A6Z3,Gene Ontology (biological process), FtsZ-dependent cytokinesis [GO:0043093]
4768,P0A6Z3,Gene Ontology (biological process), protein folding [GO:0006457]
4769,P0A6Z3,Gene Ontology (biological process), response to heat [GO:0009408]
4770,HTPG_ECOLI,Gene Ontology (biological process),DNA damage response [GO:0006974]
4771,HTPG_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
4772,HTPG_ECOLI,Gene Ontology (molecular function),ATP binding [GO:0005524]
4773,HTPG_ECOLI,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
4774,HTPG_ECOLI,Gene Ontology (molecular function), ATP-dependent protein folding chaperone [GO:0140662]
4775,HTPG_ECOLI,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4776,HTPG_ECOLI,Gene Ontology (molecular function), protein folding chaperone [GO:0044183]
4777,HTPG_ECOLI,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
4778,HTPG_ECOLI,Gene Ontology (molecular function), protein-folding chaperone binding [GO:0051087]
4779,HTPG_ECOLI,Gene Ontology (molecular function), unfolded protein binding [GO:0051082]
4780,HTPG_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
4781,HTPG_ECOLI,Gene Ontology (biological process), FtsZ-dependent cytokinesis [GO:0043093]
4782,HTPG_ECOLI,Gene Ontology (biological process), protein folding [GO:0006457]
4783,HTPG_ECOLI,Gene Ontology (biological process), response to heat [GO:0009408]
4784,P0A6Z6,Gene Ontology (biological process),negative regulation of DNA-templated transcription initiation [GO:2000143]
4785,P0A6Z6,Gene Ontology (cellular component),protein-DNA complex [GO:0032993]
4786,P0A6Z6,Gene Ontology (molecular function),core promoter sequence-specific DNA binding [GO:0001046]
4787,P0A6Z6,Gene Ontology (molecular function), DNA binding [GO:0003677]
4788,P0A6Z6,Gene Ontology (molecular function), DNA-binding transcription repressor activity [GO:0001217]
4789,P0A6Z6,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4790,P0A6Z6,Gene Ontology (molecular function), nickel cation binding [GO:0016151]
4791,P0A6Z6,Gene Ontology (molecular function), sequence-specific DNA binding [GO:0043565]
4792,P0A6Z6,Gene Ontology (molecular function), transcription cis-regulatory region binding [GO:0000976]
4793,P0A6Z6,Gene Ontology (cellular component), transcription regulator complex [GO:0005667]
4794,P0A6Z6,Gene Ontology (biological process), regulation of DNA-templated transcription [GO:0006355]
4795,P0A6Z6,Gene Ontology (biological process), response to nickel cation [GO:0010045]
4796,NIKR_ECOLI,Gene Ontology (biological process),negative regulation of DNA-templated transcription initiation [GO:2000143]
4797,NIKR_ECOLI,Gene Ontology (cellular component),protein-DNA complex [GO:0032993]
4798,NIKR_ECOLI,Gene Ontology (molecular function),core promoter sequence-specific DNA binding [GO:0001046]
4799,NIKR_ECOLI,Gene Ontology (molecular function), DNA binding [GO:0003677]
4800,NIKR_ECOLI,Gene Ontology (molecular function), DNA-binding transcription repressor activity [GO:0001217]
4801,NIKR_ECOLI,Gene Ontology (molecular function), identical protein binding [GO:0042802]
4802,NIKR_ECOLI,Gene Ontology (molecular function), nickel cation binding [GO:0016151]
4803,NIKR_ECOLI,Gene Ontology (molecular function), sequence-specific DNA binding [GO:0043565]
4804,NIKR_ECOLI,Gene Ontology (molecular function), transcription cis-regulatory region binding [GO:0000976]
4805,NIKR_ECOLI,Gene Ontology (cellular component), transcription regulator complex [GO:0005667]
4806,NIKR_ECOLI,Gene Ontology (biological process), regulation of DNA-templated transcription [GO:0006355]
4807,NIKR_ECOLI,Gene Ontology (biological process), response to nickel cation [GO:0010045]
4808,P0A700,Gene Ontology (biological process),protein maturation [GO:0051604]
4809,P0A700,Gene Ontology (cellular component),GTPase complex [GO:1905360]
4810,P0A700,Gene Ontology (molecular function),identical protein binding [GO:0042802]
4811,P0A700,Gene Ontology (molecular function), metallochaperone activity [GO:0016530]
4812,P0A700,Gene Ontology (molecular function), nickel cation binding [GO:0016151]
4813,P0A700,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
4814,P0A700,Gene Ontology (cellular component), plasma membrane [GO:0005886]
4815,P0A700,Gene Ontology (biological process), protein maturation by nickel ion transfer [GO:0110147]
4816,P0A700,Gene Ontology (biological process), protein modification process [GO:0036211]
4817,P0A700,Gene Ontology (biological process), protein-containing complex assembly [GO:0065003]
4818,HYPA_ECOLI,Gene Ontology (biological process),protein maturation [GO:0051604]
4819,HYPA_ECOLI,Gene Ontology (cellular component),GTPase complex [GO:1905360]
4820,HYPA_ECOLI,Gene Ontology (molecular function),identical protein binding [GO:0042802]
4821,HYPA_ECOLI,Gene Ontology (molecular function), metallochaperone activity [GO:0016530]
4822,HYPA_ECOLI,Gene Ontology (molecular function), nickel cation binding [GO:0016151]
4823,HYPA_ECOLI,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
4824,HYPA_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
4825,HYPA_ECOLI,Gene Ontology (biological process), protein maturation by nickel ion transfer [GO:0110147]
4826,HYPA_ECOLI,Gene Ontology (biological process), protein modification process [GO:0036211]
4827,HYPA_ECOLI,Gene Ontology (biological process), protein-containing complex assembly [GO:0065003]
4828,P0A703,Gene Ontology (biological process),protein maturation [GO:0051604]
4830,P0A703,Gene Ontology (molecular function),metallochaperone activity [GO:0016530]
4831,P0A703,Gene Ontology (molecular function), nickel cation binding [GO:0016151]
4832,P0A703,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
4833,P0A703,Gene Ontology (biological process), protein modification process [GO:0036211]
4834,HYBF_ECOLI,Gene Ontology (biological process),protein maturation [GO:0051604]
4836,HYBF_ECOLI,Gene Ontology (molecular function),metallochaperone activity [GO:0016530]
4837,HYBF_ECOLI,Gene Ontology (molecular function), nickel cation binding [GO:0016151]
4838,HYBF_ECOLI,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
4839,HYBF_ECOLI,Gene Ontology (biological process), protein modification process [GO:0036211]
4840,P0A705,Gene Ontology (biological process),chaperone-mediated protein folding [GO:0061077]
4841,P0A705,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4842,P0A705,Gene Ontology (molecular function),GTP binding [GO:0005525]
4843,P0A705,Gene Ontology (molecular function), GTPase activity [GO:0003924]
4844,P0A705,Gene Ontology (molecular function), guanosine tetraphosphate binding [GO:0097216]
4845,P0A705,Gene Ontology (molecular function), ribosomal small subunit binding [GO:0043024]
4846,P0A705,Gene Ontology (molecular function), translation initiation factor activity [GO:0003743]
4847,P0A705,Gene Ontology (cellular component), cytosol [GO:0005829]
4848,P0A705,Gene Ontology (cellular component), membrane [GO:0016020]
4849,P0A705,Gene Ontology (biological process), response to cold [GO:0009409]
4850,P0A705,Gene Ontology (biological process), translational initiation [GO:0006413]
4851,IF2_ECOLI,Gene Ontology (biological process),chaperone-mediated protein folding [GO:0061077]
4852,IF2_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
4853,IF2_ECOLI,Gene Ontology (molecular function),GTP binding [GO:0005525]
4854,IF2_ECOLI,Gene Ontology (molecular function), GTPase activity [GO:0003924]
4855,IF2_ECOLI,Gene Ontology (molecular function), guanosine tetraphosphate binding [GO:0097216]
4856,IF2_ECOLI,Gene Ontology (molecular function), ribosomal small subunit binding [GO:0043024]
4857,IF2_ECOLI,Gene Ontology (molecular function), translation initiation factor activity [GO:0003743]
4858,IF2_ECOLI,Gene Ontology (cellular component), cytosol [GO:0005829]
4859,IF2_ECOLI,Gene Ontology (cellular component), membrane [GO:0016020]
4860,IF2_ECOLI,Gene Ontology (biological process), response to cold [GO:0009409]
4861,IF2_ECOLI,Gene Ontology (biological process), translational initiation [GO:0006413]
4862,P0A707,Gene Ontology (biological process),response to cold [GO:0009409]
4863,P0A707,Gene Ontology (cellular component),cytosol [GO:0005829]
4864,P0A707,Gene Ontology (molecular function),ribosome binding [GO:0043022]
4865,P0A707,Gene Ontology (molecular function), RNA binding [GO:0003723]
4866,P0A707,Gene Ontology (molecular function), translation initiation factor activity [GO:0003743]
4867,P0A707,Gene Ontology (cellular component), membrane [GO:0016020]
4868,P0A707,Gene Ontology (biological process), ribosome disassembly [GO:0032790]
4869,IF3_ECOLI,Gene Ontology (biological process),response to cold [GO:0009409]
4870,IF3_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
4871,IF3_ECOLI,Gene Ontology (molecular function),ribosome binding [GO:0043022]
4872,IF3_ECOLI,Gene Ontology (molecular function), RNA binding [GO:0003723]
